ID,EXTERNAL_ID,STEPS,SUBMISSION_TIME,UPDATED_AT
7125128,11063,1290,"2024-03-08T01:00:00.000+0100","2024-03-08T22:00:01.584+0100"
7123251,11063,2316,"2024-03-08T01:00:00.000+0100","2024-03-08T18:00:01.889+0100"
7118415,11063,836,"2024-03-07T01:00:00.000+0100","2024-03-07T22:00:01.714+0100"
7115482,11063,4030,"2024-03-07T01:00:00.000+0100","2024-03-07T16:00:01.687+0100"
7119165,11063,514,"2024-03-07T01:00:00.000+0100","2024-03-08T00:00:01.672+0100"
7113437,11063,12,"2024-03-07T01:00:00.000+0100","2024-03-07T08:00:01.465+0100"
7130674,11063,312,"2024-03-09T01:00:00.000+0100","2024-03-09T20:00:01.584+0100"
6598202,11063,496,"2023-10-29T02:00:00.000+0200","2023-10-29T12:30:01.218+0100"
6605508,11063,1658,"2023-10-31T01:00:00.000+0100","2023-10-31T18:00:01.275+0100"
6606731,11063,2726,"2023-10-31T01:00:00.000+0100","2023-11-01T00:00:01.441+0100"
6606932,11063,24,"2023-11-01T01:00:00.000+0100","2023-11-01T04:30:02.902+0100"
6606931,11063,84,"2023-10-31T01:00:00.000+0100","2023-11-01T04:30:02.879+0100"
6603303,11063,1278,"2023-10-30T01:00:00.000+0100","2023-10-30T22:00:01.490+0100"
6602106,11063,5756,"2023-10-30T01:00:00.000+0100","2023-10-30T16:00:01.279+0100"
6601161,11063,1724,"2023-10-30T01:00:00.000+0100","2023-10-30T08:00:01.505+0100"
6601623,11063,4507,"2023-10-30T01:00:00.000+0100","2023-10-30T12:30:01.499+0100"
6602500,11063,1338,"2023-10-30T01:00:00.000+0100","2023-10-30T18:00:01.587+0100"
6590697,11063,992,"2023-10-26T02:00:00.000+0200","2023-10-26T22:00:01.309+0200"
6597378,11063,530,"2023-10-29T02:00:00.000+0200","2023-10-29T04:30:10.123+0100"
6603949,11063,14,"2023-10-30T01:00:00.000+0100","2023-10-31T04:30:01.652+0100"
6599668,11063,1226,"2023-10-29T02:00:00.000+0200","2023-10-29T20:00:01.402+0100"
6597377,11063,264,"2023-10-28T02:00:00.000+0200","2023-10-29T04:30:09.838+0100"
6599236,11063,356,"2023-10-29T02:00:00.000+0200","2023-10-29T18:00:01.520+0100"
6596689,11063,854,"2023-10-28T02:00:00.000+0200","2023-10-28T22:00:01.419+0200"
6594183,11063,508,"2023-10-27T02:00:00.000+0200","2023-10-28T00:00:01.216+0200"
6591775,11063,832,"2023-10-27T02:00:00.000+0200","2023-10-27T08:00:01.679+0200"
6594410,11063,112,"2023-10-28T02:00:00.000+0200","2023-10-28T04:30:01.846+0200"
6593777,11063,1426,"2023-10-27T02:00:00.000+0200","2023-10-27T22:00:01.522+0200"
6592972,11063,1917,"2023-10-27T02:00:00.000+0200","2023-10-27T18:00:01.456+0200"
6603716,11063,696,"2023-10-30T01:00:00.000+0100","2023-10-31T00:00:01.452+0100"
6577659,11063,254,"2023-10-22T02:00:00.000+0200","2023-10-22T22:00:01.485+0200"
6589834,11063,2018,"2023-10-26T02:00:00.000+0200","2023-10-26T18:00:01.599+0200"
6586093,11063,3102,"2023-10-25T02:00:00.000+0200","2023-10-25T16:00:01.378+0200"
6588176,11063,90,"2023-10-26T02:00:00.000+0200","2023-10-26T04:30:01.634+0200"
6587959,11063,800,"2023-10-25T02:00:00.000+0200","2023-10-26T00:00:01.353+0200"
6585241,11063,1742,"2023-10-25T02:00:00.000+0200","2023-10-25T08:00:01.385+0200"
6584651,11063,610,"2023-10-24T02:00:00.000+0200","2023-10-25T00:00:01.411+0200"
6582449,11063,6386,"2023-10-24T02:00:00.000+0200","2023-10-24T12:30:01.476+0200"
6583770,11063,1076,"2023-10-24T02:00:00.000+0200","2023-10-24T20:00:01.473+0200"
7119599,11063,18,"2024-03-07T01:00:00.000+0100","2024-03-08T04:30:02.320+0100"
6579705,11063,3522,"2023-10-23T02:00:00.000+0200","2023-10-23T16:00:01.361+0200"
6579206,11063,4766,"2023-10-23T02:00:00.000+0200","2023-10-23T12:30:01.432+0200"
6316846,11063,128,"2023-08-09T02:00:00.000+0200","2023-08-10T00:00:01.516+0200"
6578361,11063,298,"2023-10-22T02:00:00.000+0200","2023-10-23T04:30:01.337+0200"
6576205,11063,368,"2023-10-22T02:00:00.000+0200","2023-10-22T16:00:01.325+0200"
6578362,11063,76,"2023-10-23T02:00:00.000+0200","2023-10-23T04:30:01.357+0200"
6576643,11063,18,"2023-10-22T02:00:00.000+0200","2023-10-22T18:00:01.352+0200"
6572213,11063,50,"2023-10-21T02:00:00.000+0200","2023-10-21T08:00:01.198+0200"
6573037,11063,8071,"2023-10-21T02:00:00.000+0200","2023-10-21T16:00:01.541+0200"
6571178,11063,1462,"2023-10-20T02:00:00.000+0200","2023-10-20T22:00:01.354+0200"
6571819,11063,442,"2023-10-21T02:00:00.000+0200","2023-10-21T04:30:01.324+0200"
6583338,11063,3216,"2023-10-24T02:00:00.000+0200","2023-10-24T18:00:01.402+0200"
6604324,11063,1108,"2023-10-31T01:00:00.000+0100","2023-10-31T08:00:01.742+0100"
5767939,11063,3848,"2023-03-27T02:00:00.000+0200","2023-03-27T12:30:01.805+0200"
6567613,11063,2544,"2023-10-19T02:00:00.000+0200","2023-10-19T20:00:01.328+0200"
6566823,11063,3884,"2023-10-19T02:00:00.000+0200","2023-10-19T16:00:01.334+0200"
6567212,11063,4074,"2023-10-19T02:00:00.000+0200","2023-10-19T18:00:01.532+0200"
6566419,11063,5556,"2023-10-19T02:00:00.000+0200","2023-10-19T12:30:02.007+0200"
6565994,11063,394,"2023-10-19T02:00:00.000+0200","2023-10-19T08:00:01.517+0200"
6565626,11063,10,"2023-10-19T02:00:00.000+0200","2023-10-19T04:30:01.815+0200"
6564460,11063,92,"2023-10-18T02:00:00.000+0200","2023-10-18T20:00:01.489+0200"
6564044,11063,1544,"2023-10-18T02:00:00.000+0200","2023-10-18T18:00:01.547+0200"
6563224,11063,4304,"2023-10-18T02:00:00.000+0200","2023-10-18T12:30:01.554+0200"
6110405,11063,1646,"2023-06-17T02:00:00.000+0200","2023-06-17T22:00:01.156+0200"
6568100,11063,96,"2023-10-19T02:00:00.000+0200","2023-10-19T22:00:01.410+0200"
6569960,11063,3144,"2023-10-20T02:00:00.000+0200","2023-10-20T16:00:01.579+0200"
5678140,11063,548,"2023-03-05T01:00:00.000+0100","2023-03-06T04:30:01.222+0100"
5807167,11063,1717,"2023-04-05T02:00:00.000+0200","2023-04-05T20:00:03.763+0200"
5648770,11063,1408,"2023-02-26T01:00:00.000+0100","2023-02-27T12:30:01.212+0100"
5839900,11063,770,"2023-04-13T02:00:00.000+0200","2023-04-13T18:00:05.646+0200"
6146776,11063,1322,"2023-06-26T02:00:00.000+0200","2023-06-27T12:30:02.890+0200"
6028971,11063,15796,"2023-05-27T02:00:00.000+0200","2023-05-28T20:00:01.334+0200"
5591776,11063,17404,"2023-02-07T01:00:00.000+0100","2023-02-13T20:00:01.712+0100"
5878329,11063,1562,"2023-04-22T02:00:00.000+0200","2023-04-22T18:00:01.524+0200"
6211305,11063,4696,"2023-07-14T02:00:00.000+0200","2023-07-14T12:30:01.805+0200"
6562846,11063,1268,"2023-10-18T02:00:00.000+0200","2023-10-18T08:00:01.559+0200"
5728762,11063,1058,"2023-03-17T01:00:00.000+0100","2023-03-18T00:00:01.190+0100"
6046108,11063,5934,"2023-06-01T02:00:00.000+0200","2023-06-01T22:00:01.274+0200"
5678141,11063,38,"2023-03-06T01:00:00.000+0100","2023-03-06T04:30:01.238+0100"
6305435,11063,738,"2023-08-06T02:00:00.000+0200","2023-08-07T00:00:01.421+0200"
6042864,11063,50,"2023-05-31T02:00:00.000+0200","2023-06-01T04:30:01.225+0200"
5907195,11063,572,"2023-04-28T02:00:00.000+0200","2023-04-29T00:00:01.278+0200"
6129648,11063,3442,"2023-06-22T02:00:00.000+0200","2023-06-22T20:00:01.401+0200"
5743646,11063,906,"2023-03-21T01:00:00.000+0100","2023-03-21T16:00:07.051+0100"
5872842,11063,3734,"2023-04-21T02:00:00.000+0200","2023-04-21T12:30:01.316+0200"
5807848,11063,738,"2023-04-05T02:00:00.000+0200","2023-04-05T22:00:03.131+0200"
5721119,11063,258,"2023-03-16T01:00:00.000+0100","2023-03-16T08:00:09.016+0100"
7420040,11063,3222,"2024-04-20T02:00:00.000+0200","2024-04-20T16:00:01.755+0200"
6316311,11063,54,"2023-08-09T02:00:00.000+0200","2023-08-09T22:00:01.419+0200"
6015435,11063,3473,"2023-05-25T02:00:00.000+0200","2023-05-25T12:30:01.619+0200"
6077242,11063,1588,"2023-06-08T02:00:00.000+0200","2023-06-09T12:30:01.363+0200"
5963231,11063,5066,"2023-05-12T02:00:00.000+0200","2023-05-12T16:00:04.355+0200"
5917239,11063,4440,"2023-05-01T02:00:00.000+0200","2023-05-01T12:30:01.362+0200"
5979748,11063,6169,"2023-05-16T02:00:00.000+0200","2023-05-16T16:00:06.183+0200"
5950140,11063,56,"2023-05-08T02:00:00.000+0200","2023-05-09T00:00:01.451+0200"
5743055,11063,3384,"2023-03-21T01:00:00.000+0100","2023-03-21T12:30:01.384+0100"
5988597,11063,1678,"2023-05-18T02:00:00.000+0200","2023-05-18T20:00:01.391+0200"
5968243,11063,5904,"2023-05-13T02:00:00.000+0200","2023-05-13T20:00:01.432+0200"
5830123,11063,8557,"2023-04-11T02:00:00.000+0200","2023-04-11T12:30:02.592+0200"
5786341,11063,920,"2023-03-31T02:00:00.000+0200","2023-03-31T20:00:01.254+0200"
5887989,11063,3196,"2023-04-24T02:00:00.000+0200","2023-04-24T20:00:01.420+0200"
6329655,11063,598,"2023-08-13T02:00:00.000+0200","2023-08-13T16:00:01.564+0200"
6089643,11063,2458,"2023-06-12T02:00:00.000+0200","2023-06-12T16:00:05.105+0200"
5680389,11063,1338,"2023-03-06T01:00:00.000+0100","2023-03-06T18:00:01.492+0100"
5956526,11063,3224,"2023-05-10T02:00:00.000+0200","2023-05-10T18:00:01.405+0200"
6325052,11063,346,"2023-08-12T02:00:00.000+0200","2023-08-12T08:00:01.458+0200"
6060446,11063,2116,"2023-06-04T02:00:00.000+0200","2023-06-05T12:30:01.452+0200"
5657600,11063,6937,"2023-03-01T01:00:00.000+0100","2023-03-01T12:30:01.418+0100"
5682150,11063,1378,"2023-03-06T01:00:00.000+0100","2023-03-07T00:00:01.342+0100"
5698576,11063,7213,"2023-03-10T01:00:00.000+0100","2023-03-10T22:00:01.232+0100"
5860725,11063,1458,"2023-04-18T02:00:00.000+0200","2023-04-18T18:00:01.844+0200"
6041996,11063,3181,"2023-05-31T02:00:00.000+0200","2023-05-31T22:00:01.490+0200"
5625021,11063,4377,"2023-02-21T01:00:00.000+0100","2023-02-21T16:00:07.244+0100"
5642158,11063,1773,"2023-02-25T01:00:00.000+0100","2023-02-25T20:00:01.648+0100"
5637245,11063,1824,"2023-02-24T01:00:00.000+0100","2023-02-24T16:00:07.405+0100"
5757661,11063,2794,"2023-03-24T01:00:00.000+0100","2023-03-24T20:00:01.284+0100"
5887346,11063,1264,"2023-04-24T02:00:00.000+0200","2023-04-24T18:00:02.020+0200"
5945294,11063,338,"2023-05-07T02:00:00.000+0200","2023-05-07T22:00:01.352+0200"
6042865,11063,156,"2023-06-01T02:00:00.000+0200","2023-06-01T04:30:01.252+0200"
5977820,11063,874,"2023-05-15T02:00:00.000+0200","2023-05-16T00:00:01.465+0200"
5989187,11063,1918,"2023-05-18T02:00:00.000+0200","2023-05-18T22:00:01.507+0200"
6069466,11063,114,"2023-06-06T02:00:00.000+0200","2023-06-07T16:00:07.548+0200"
6287466,11063,2,"2023-08-02T02:00:00.000+0200","2023-08-02T06:00:01.347+0200"
6124744,11063,5544,"2023-06-21T02:00:00.000+0200","2023-06-21T16:00:03.301+0200"
7428077,11063,42,"2024-04-22T02:00:00.000+0200","2024-04-22T04:30:03.023+0200"
5841909,11063,6,"2023-04-14T02:00:00.000+0200","2023-04-14T04:30:01.311+0200"
6173302,11063,6021,"2023-07-04T02:00:00.000+0200","2023-07-04T12:30:01.393+0200"
5720579,11063,50,"2023-03-15T01:00:00.000+0100","2023-03-16T04:30:01.374+0100"
5607438,11063,1848,"2023-02-17T01:00:00.000+0100","2023-02-17T18:00:01.598+0100"
5789327,11063,4016,"2023-04-01T02:00:00.000+0200","2023-04-01T16:00:01.353+0200"
6146777,11063,5603,"2023-06-27T02:00:00.000+0200","2023-06-27T12:30:02.914+0200"
5984842,11063,4784,"2023-05-17T02:00:00.000+0200","2023-05-17T20:00:01.554+0200"
6243439,11063,542,"2023-07-21T02:00:00.000+0200","2023-07-22T12:30:01.452+0200"
6175921,11063,1378,"2023-07-04T02:00:00.000+0200","2023-07-05T00:00:01.238+0200"
7428587,11063,1614,"2024-04-22T02:00:00.000+0200","2024-04-22T08:00:01.894+0200"
7432473,11063,214,"2024-04-22T02:00:00.000+0200","2024-04-22T22:00:01.731+0200"
6277269,11063,8540,"2023-07-30T02:00:00.000+0200","2023-07-30T18:00:01.629+0200"
7427201,11063,1990,"2024-04-21T02:00:00.000+0200","2024-04-21T22:00:01.932+0200"
7427815,11063,232,"2024-04-21T02:00:00.000+0200","2024-04-22T00:00:02.013+0200"
7424057,11063,807,"2024-04-21T02:00:00.000+0200","2024-04-21T12:30:01.791+0200"
7422514,11063,436,"2024-04-20T02:00:00.000+0200","2024-04-21T00:00:01.816+0200"
7419144,11063,4146,"2024-04-20T02:00:00.000+0200","2024-04-20T12:30:02.134+0200"
7420681,11063,2194,"2024-04-20T02:00:00.000+0200","2024-04-20T18:00:02.167+0200"
7418400,11063,22,"2024-04-20T02:00:00.000+0200","2024-04-20T08:00:01.963+0200"
7421902,11063,332,"2024-04-20T02:00:00.000+0200","2024-04-20T22:00:01.969+0200"
6324358,11063,176,"2023-08-11T02:00:00.000+0200","2023-08-12T00:00:01.463+0200"
6144096,11063,4194,"2023-06-26T02:00:00.000+0200","2023-06-26T18:00:03.833+0200"
6232320,11063,2844,"2023-07-19T02:00:00.000+0200","2023-07-19T18:00:01.854+0200"
7417138,11063,174,"2024-04-19T02:00:00.000+0200","2024-04-19T22:00:01.983+0200"
7414353,11063,3920,"2024-04-19T02:00:00.000+0200","2024-04-19T12:30:01.994+0200"
7418031,11063,54,"2024-04-20T02:00:00.000+0200","2024-04-20T04:30:03.177+0200"
7413525,11063,1504,"2024-04-19T02:00:00.000+0200","2024-04-19T08:00:02.240+0200"
7409942,11063,2861,"2024-04-18T02:00:00.000+0200","2024-04-18T18:00:02.202+0200"
7412944,11063,126,"2024-04-18T02:00:00.000+0200","2024-04-19T04:30:03.126+0200"
7410743,11063,1990,"2024-04-18T02:00:00.000+0200","2024-04-18T20:00:01.825+0200"
7406981,11063,26,"2024-04-18T02:00:00.000+0200","2024-04-18T08:00:02.619+0200"
7411823,11063,1200,"2024-04-18T02:00:00.000+0200","2024-04-18T22:00:01.989+0200"
6083127,11063,636,"2023-06-10T02:00:00.000+0200","2023-06-10T22:00:01.412+0200"
6217835,11063,1846,"2023-07-15T02:00:00.000+0200","2023-07-16T04:30:01.487+0200"
7421255,11063,1100,"2024-04-20T02:00:00.000+0200","2024-04-20T20:00:01.984+0200"
6208766,11063,2587,"2023-07-13T02:00:00.000+0200","2023-07-13T20:00:02.925+0200"
6333044,11063,5696,"2023-08-14T02:00:00.000+0200","2023-08-14T12:30:01.546+0200"
6040284,11063,4264,"2023-05-31T02:00:00.000+0200","2023-05-31T16:00:05.710+0200"
6101282,11063,4242,"2023-06-15T02:00:00.000+0200","2023-06-15T16:00:04.048+0200"
6182356,11063,4308,"2023-07-06T02:00:00.000+0200","2023-07-06T20:00:01.209+0200"
6143112,11063,1008,"2023-06-25T02:00:00.000+0200","2023-06-26T12:30:01.310+0200"
5774719,11063,410,"2023-03-28T02:00:00.000+0200","2023-03-28T22:00:01.500+0200"
6140243,11063,422,"2023-06-25T02:00:00.000+0200","2023-06-25T18:00:01.157+0200"
6243440,11063,3794,"2023-07-22T02:00:00.000+0200","2023-07-22T12:30:01.476+0200"
6259469,11063,190,"2023-07-25T02:00:00.000+0200","2023-07-26T08:00:04.667+0200"
6513789,11063,168,"2023-10-02T02:00:00.000+0200","2023-10-03T04:30:01.844+0200"
6307132,11063,386,"2023-08-07T02:00:00.000+0200","2023-08-07T16:00:04.514+0200"
5895132,11063,7762,"2023-04-26T02:00:00.000+0200","2023-04-26T12:30:01.581+0200"
6216604,11063,3944,"2023-07-15T02:00:00.000+0200","2023-07-15T20:00:01.438+0200"
5925368,11063,20,"2023-05-02T02:00:00.000+0200","2023-05-03T04:30:01.317+0200"
5667595,11063,2062,"2023-03-03T01:00:00.000+0100","2023-03-03T18:00:01.260+0100"
6043372,11063,16,"2023-06-01T02:00:00.000+0200","2023-06-01T08:00:05.508+0200"
5670582,11063,6006,"2023-03-04T01:00:00.000+0100","2023-03-04T12:30:01.199+0100"
5667041,11063,8748,"2023-03-03T01:00:00.000+0100","2023-03-03T16:00:07.279+0100"
6305675,11063,14,"2023-08-06T02:00:00.000+0200","2023-08-07T04:30:01.480+0200"
5630802,11063,222,"2023-02-22T01:00:00.000+0100","2023-02-22T22:00:02.078+0100"
6135653,11063,3882,"2023-06-24T02:00:00.000+0200","2023-06-24T12:30:01.293+0200"
5909723,11063,3886,"2023-04-29T02:00:00.000+0200","2023-04-29T18:00:01.532+0200"
6513790,11063,248,"2023-10-03T02:00:00.000+0200","2023-10-03T04:30:01.875+0200"
5924396,11063,2784,"2023-05-02T02:00:00.000+0200","2023-05-02T22:00:01.313+0200"
6301979,11063,3874,"2023-08-06T02:00:00.000+0200","2023-08-06T04:30:01.351+0200"
6109917,11063,866,"2023-06-17T02:00:00.000+0200","2023-06-17T20:00:01.215+0200"
6203690,11063,4816,"2023-07-12T02:00:00.000+0200","2023-07-12T12:30:01.404+0200"
6738763,11063,12425,"2023-12-14T01:00:00.000+0100","2023-12-15T12:30:01.471+0100"
6738762,11063,24520,"2023-12-13T01:00:00.000+0100","2023-12-15T12:30:01.447+0100"
6738764,11063,4101,"2023-12-15T01:00:00.000+0100","2023-12-15T12:30:01.493+0100"
6732091,11063,19311,"2023-12-12T01:00:00.000+0100","2023-12-13T04:30:05.550+0100"
6732092,11063,76,"2023-12-13T01:00:00.000+0100","2023-12-13T04:30:05.576+0100"
5899172,11063,1674,"2023-04-27T02:00:00.000+0200","2023-04-27T08:00:06.333+0200"
6717587,11063,17752,"2023-12-07T01:00:00.000+0100","2023-12-08T04:30:01.671+0100"
6720836,11063,2,"2023-12-09T01:00:00.000+0100","2023-12-09T08:00:01.125+0100"
6723209,11063,586,"2023-12-10T01:00:00.000+0100","2023-12-10T04:30:01.248+0100"
6722278,11063,122,"2023-12-09T01:00:00.000+0100","2023-12-09T20:00:01.153+0100"
6721533,11063,596,"2023-12-09T01:00:00.000+0100","2023-12-09T16:00:01.173+0100"
6718722,11063,6206,"2023-12-08T01:00:00.000+0100","2023-12-08T16:00:01.295+0100"
6720221,11063,64,"2023-12-08T01:00:00.000+0100","2023-12-09T00:00:01.340+0100"
6718317,11063,2668,"2023-12-08T01:00:00.000+0100","2023-12-08T12:30:01.274+0100"
6719121,11063,3046,"2023-12-08T01:00:00.000+0100","2023-12-08T18:00:01.340+0100"
6719877,11063,978,"2023-12-08T01:00:00.000+0100","2023-12-08T22:00:01.192+0100"
6513550,11063,1774,"2023-10-02T02:00:00.000+0200","2023-10-03T00:00:01.445+0200"
6717586,11063,16569,"2023-12-06T01:00:00.000+0100","2023-12-08T04:30:01.653+0100"
6725572,11063,636,"2023-12-10T01:00:00.000+0100","2023-12-10T22:00:01.253+0100"
6717584,11063,13235,"2023-12-04T01:00:00.000+0100","2023-12-08T04:30:01.619+0100"
6706459,11063,3754,"2023-12-04T01:00:00.000+0100","2023-12-04T12:30:01.294+0100"
6514572,11063,2784,"2023-10-03T02:00:00.000+0200","2023-10-03T12:30:01.528+0200"
6515980,11063,980,"2023-10-03T02:00:00.000+0200","2023-10-03T20:00:01.275+0200"
6516456,11063,883,"2023-10-03T02:00:00.000+0200","2023-10-03T22:00:01.396+0200"
6515546,11063,528,"2023-10-03T02:00:00.000+0200","2023-10-03T18:00:01.555+0200"
6517079,11063,194,"2023-10-03T02:00:00.000+0200","2023-10-04T04:30:02.307+0200"
6517080,11063,540,"2023-10-04T02:00:00.000+0200","2023-10-04T04:30:02.326+0200"
6512101,11063,2138,"2023-10-02T02:00:00.000+0200","2023-10-02T18:00:04.048+0200"
6717585,11063,16476,"2023-12-05T01:00:00.000+0100","2023-12-08T04:30:01.637+0100"
6497238,11063,8740,"2023-09-28T02:00:00.000+0200","2023-09-28T12:30:01.343+0200"
6508513,11063,1930,"2023-10-01T02:00:00.000+0200","2023-10-01T18:00:01.226+0200"
6507519,11063,1316,"2023-10-01T02:00:00.000+0200","2023-10-01T12:30:01.605+0200"
6510226,11063,848,"2023-10-01T02:00:00.000+0200","2023-10-02T04:30:01.590+0200"
6509996,11063,832,"2023-10-01T02:00:00.000+0200","2023-10-02T00:00:01.451+0200"
6504526,11063,5515,"2023-09-30T02:00:00.000+0200","2023-09-30T16:00:01.434+0200"
6505442,11063,4792,"2023-09-30T02:00:00.000+0200","2023-09-30T20:00:01.462+0200"
6506346,11063,3712,"2023-09-30T02:00:00.000+0200","2023-10-01T00:00:01.469+0200"
6501114,11063,3975,"2023-09-29T02:00:00.000+0200","2023-09-29T16:00:03.453+0200"
6728888,11063,540,"2023-12-11T01:00:00.000+0100","2023-12-12T00:00:01.419+0100"
6502942,11063,1837,"2023-09-29T02:00:00.000+0200","2023-09-30T00:00:01.398+0200"
6503178,11063,716,"2023-09-30T02:00:00.000+0200","2023-09-30T04:30:02.118+0200"
5725974,11063,168,"2023-03-16T01:00:00.000+0100","2023-03-17T12:30:01.295+0100"
6497698,11063,1418,"2023-09-28T02:00:00.000+0200","2023-09-28T16:00:02.495+0200"
6499099,11063,1224,"2023-09-28T02:00:00.000+0200","2023-09-28T22:00:01.510+0200"
6499515,11063,620,"2023-09-28T02:00:00.000+0200","2023-09-29T00:00:01.146+0200"
6499722,11063,320,"2023-09-29T02:00:00.000+0200","2023-09-29T04:30:01.943+0200"
6495636,11063,740,"2023-09-27T02:00:00.000+0200","2023-09-27T22:00:01.303+0200"
6493594,11063,1764,"2023-09-27T02:00:00.000+0200","2023-09-27T12:30:01.360+0200"
6496304,11063,382,"2023-09-28T02:00:00.000+0200","2023-09-28T04:30:01.761+0200"
6494111,11063,1348,"2023-09-27T02:00:00.000+0200","2023-09-27T16:00:02.673+0200"
6502506,11063,7854,"2023-09-29T02:00:00.000+0200","2023-09-29T22:00:01.393+0200"
6724740,11063,262,"2023-12-10T01:00:00.000+0100","2023-12-10T18:00:01.408+0100"
6485055,11063,742,"2023-09-24T02:00:00.000+0200","2023-09-25T00:00:01.430+0200"
6489487,11063,2,"2023-09-26T02:00:00.000+0200","2023-09-26T08:00:05.361+0200"
6489936,11063,3746,"2023-09-26T02:00:00.000+0200","2023-09-26T12:30:01.348+0200"
6488968,11063,14,"2023-09-25T02:00:00.000+0200","2023-09-26T04:30:01.438+0200"
6485600,11063,28,"2023-09-25T02:00:00.000+0200","2023-09-25T06:00:01.309+0200"
6488969,11063,164,"2023-09-26T02:00:00.000+0200","2023-09-26T04:30:01.467+0200"
6487277,11063,1772,"2023-09-25T02:00:00.000+0200","2023-09-25T18:00:01.511+0200"
6488320,11063,3204,"2023-09-25T02:00:00.000+0200","2023-09-25T22:00:01.452+0200"
6484005,11063,130,"2023-09-24T02:00:00.000+0200","2023-09-24T20:00:01.510+0200"
6482039,11063,20,"2023-09-24T02:00:00.000+0200","2023-09-24T08:00:01.420+0200"
6474747,11063,4,"2023-09-22T02:00:00.000+0200","2023-09-22T06:00:01.538+0200"
6485280,11063,150,"2023-09-25T02:00:00.000+0200","2023-09-25T04:30:01.427+0200"
6492397,11063,742,"2023-09-26T02:00:00.000+0200","2023-09-27T00:00:01.491+0200"
6479883,11063,216,"2023-09-23T02:00:00.000+0200","2023-09-23T18:00:01.286+0200"
6479446,11063,400,"2023-09-23T02:00:00.000+0200","2023-09-23T16:00:01.524+0200"
6481510,11063,170,"2023-09-23T02:00:00.000+0200","2023-09-24T04:30:01.453+0200"
6480341,11063,30,"2023-09-23T02:00:00.000+0200","2023-09-23T20:00:01.353+0200"
6481511,11063,50,"2023-09-24T02:00:00.000+0200","2023-09-24T04:30:01.485+0200"
6478019,11063,24,"2023-09-23T02:00:00.000+0200","2023-09-23T04:30:01.531+0200"
6477315,11063,2000,"2023-09-22T02:00:00.000+0200","2023-09-22T22:00:01.499+0200"
6476365,11063,3518,"2023-09-22T02:00:00.000+0200","2023-09-22T18:00:01.497+0200"
6475399,11063,6948,"2023-09-22T02:00:00.000+0200","2023-09-22T12:30:01.760+0200"
6482451,11063,658,"2023-09-24T02:00:00.000+0200","2023-09-24T12:30:01.821+0200"
6019665,11063,2452,"2023-05-26T02:00:00.000+0200","2023-05-26T12:30:01.455+0200"
7404965,11063,1856,"2024-04-17T02:00:00.000+0200","2024-04-17T22:00:01.757+0200"
6471131,11063,6,"2023-09-21T02:00:00.000+0200","2023-09-21T08:00:02.248+0200"
6473119,11063,3748,"2023-09-21T02:00:00.000+0200","2023-09-21T20:00:01.955+0200"
6471601,11063,3314,"2023-09-21T02:00:00.000+0200","2023-09-21T12:30:01.606+0200"
6800175,11063,11196,"2024-01-06T01:00:00.000+0100","2024-01-06T22:00:01.412+0100"
6798658,11063,12028,"2024-01-05T01:00:00.000+0100","2024-01-06T12:30:01.537+0100"
6800745,11063,124,"2024-01-07T01:00:00.000+0100","2024-01-07T04:30:02.581+0100"
6792787,11063,6639,"2024-01-03T01:00:00.000+0100","2024-01-04T12:30:01.228+0100"
6792785,11063,2506,"2024-01-01T01:00:00.000+0100","2024-01-04T12:30:01.188+0100"
6084020,11063,404,"2023-06-10T02:00:00.000+0200","2023-06-11T04:30:01.278+0200"
7406274,11063,144,"2024-04-18T02:00:00.000+0200","2024-04-18T04:30:02.927+0200"
7403835,11063,866,"2024-04-17T02:00:00.000+0200","2024-04-17T20:00:01.936+0200"
5718407,11063,2095,"2023-03-15T01:00:00.000+0100","2023-03-15T18:00:02.800+0100"
7406273,11063,68,"2024-04-17T02:00:00.000+0200","2024-04-18T04:30:02.907+0200"
7400722,11063,4316,"2024-04-17T02:00:00.000+0200","2024-04-17T12:30:01.879+0200"
7392436,11063,430,"2024-04-16T02:00:00.000+0200","2024-04-16T08:00:01.624+0200"
7397776,11063,306,"2024-04-16T02:00:00.000+0200","2024-04-16T22:00:01.731+0200"
7395702,11063,1714,"2024-04-16T02:00:00.000+0200","2024-04-16T18:00:01.654+0200"
7394669,11063,6187,"2024-04-16T02:00:00.000+0200","2024-04-16T16:00:01.583+0200"
7388559,11063,2038,"2024-04-15T02:00:00.000+0200","2024-04-15T18:00:02.384+0200"
7389479,11063,674,"2024-04-15T02:00:00.000+0200","2024-04-15T20:00:02.235+0200"
7399440,11063,18,"2024-04-17T02:00:00.000+0200","2024-04-17T06:00:01.811+0200"
6491912,11063,1344,"2023-09-26T02:00:00.000+0200","2023-09-26T22:00:01.539+0200"
6065755,11063,1106,"2023-06-06T02:00:00.000+0200","2023-06-06T18:00:01.389+0200"
7371545,11063,2148,"2024-04-13T02:00:00.000+0200","2024-04-13T08:00:01.798+0200"
7374429,11063,264,"2024-04-13T02:00:00.000+0200","2024-04-13T18:00:01.784+0200"
7372234,11063,3760,"2024-04-13T02:00:00.000+0200","2024-04-13T12:30:01.887+0200"
7371401,11063,16,"2024-04-13T02:00:00.000+0200","2024-04-13T06:00:01.906+0200"
7373463,11063,4371,"2024-04-13T02:00:00.000+0200","2024-04-13T16:00:01.888+0200"
